initial index,Path,Colors_RGB
11389,F:\Temp\2016\Daniel Berehulak\5.jpg,"[[20, 16, 12], [132, 119, 104], [57, 49, 40], [93, 82, 69], [150, 164, 174]]"
11390,F:\Temp\2016\Kazuma Obara\3.jpg,"[[154, 154, 154], [108, 108, 108], [125, 125, 125], [72, 72, 72], [138, 138, 138]]"
11391,F:\Temp\2016\Christian Ziegler\6.jpg,"[[27, 15, 7], [163, 121, 71], [213, 180, 123], [120, 76, 34], [75, 41, 18]]"
11392,F:\Temp\2016\Bulent Kilic\4.jpg,"[[198, 181, 168], [24, 24, 26], [72, 69, 69], [127, 120, 116], [240, 242, 241]]"
11393,F:\Temp\2016\Christian Ziegler\8.jpg,"[[72, 52, 36], [100, 125, 161], [49, 35, 24], [146, 165, 185], [98, 77, 60]]"
11394,F:\Temp\2016\Bulent Kilic\3.jpg,"[[153, 141, 124], [27, 27, 28], [61, 60, 60], [202, 192, 179], [106, 102, 98]]"
11395,F:\Temp\2016\Bulent Kilic\5.jpg,"[[22, 25, 32], [196, 198, 203], [111, 110, 114], [60, 62, 72], [158, 153, 152]]"
11396,F:\Temp\2016\Brent Stirton\2.jpg,"[[151, 164, 183], [96, 75, 51], [167, 133, 83], [35, 24, 14], [96, 124, 168]]"
11397,F:\Temp\2016\Kazuma Obara\6.jpg,"[[230, 230, 230], [196, 196, 196], [243, 243, 243], [174, 174, 174], [214, 214, 214]]"
11398,F:\Temp\2016\Christian Ziegler\5.jpg,"[[0, 1, 3], [131, 87, 45], [209, 192, 154], [62, 46, 30], [170, 138, 98]]"
11399,F:\Temp\2016\Daniel Berehulak\6.jpg,"[[7, 6, 7], [226, 226, 226], [109, 97, 90], [160, 168, 178], [47, 47, 51]]"
11400,F:\Temp\2016\Brent Stirton\5.jpg,"[[54, 51, 32], [130, 124, 114], [18, 15, 10], [92, 85, 60], [179, 176, 176]]"
11401,F:\Temp\2016\Kazuma Obara\8.jpg,"[[157, 157, 157], [173, 173, 173], [133, 133, 133], [101, 101, 101], [186, 186, 186]]"
11402,F:\Temp\2016\Tara Todras-Whitehill\4.jpg,"[[38, 38, 38], [98, 98, 98], [65, 65, 65], [172, 172, 172], [16, 16, 16]]"
11403,F:\Temp\2016\Brent Stirton\8.jpg,"[[28, 24, 20], [147, 127, 103], [63, 55, 44], [161, 173, 193], [105, 88, 67]]"
11404,F:\Temp\2016\Daniel Ochoa de Olza\1.jpg,"[[183, 129, 22], [42, 31, 23], [211, 196, 169], [150, 129, 97], [96, 71, 42]]"
11405,F:\Temp\2016\Daniel Ochoa de Olza\4.jpg,"[[231, 225, 206], [35, 30, 22], [93, 74, 47], [200, 173, 134], [170, 127, 56]]"
11406,F:\Temp\2016\Daniel Ochoa de Olza\5.jpg,"[[29, 21, 19], [186, 154, 88], [126, 101, 66], [221, 217, 210], [75, 55, 45]]"
11407,F:\Temp\2016\Kazuma Obara\4.jpg,"[[184, 184, 184], [157, 157, 157], [199, 199, 199], [171, 171, 171], [139, 139, 139]]"
11408,F:\Temp\2016\Kazuma Obara\5.jpg,"[[239, 239, 239], [187, 187, 187], [145, 145, 145], [209, 209, 209], [227, 227, 227]]"
11409,F:\Temp\2016\Daniel Ochoa de Olza\3.jpg,"[[185, 161, 101], [36, 28, 23], [222, 215, 194], [87, 68, 49], [136, 111, 71]]"
11410,F:\Temp\2016\Daniel Ochoa de Olza\6.jpg,"[[36, 25, 16], [168, 129, 54], [99, 70, 37], [216, 206, 183], [89, 106, 148]]"
11411,F:\Temp\2016\Kazuma Obara\7.jpg,"[[184, 184, 184], [148, 148, 148], [98, 98, 98], [166, 166, 166], [126, 126, 126]]"
11412,F:\Temp\2016\Magnus Wennman\2.jpg,"[[143, 151, 163], [31, 33, 39], [92, 100, 110], [205, 209, 217], [61, 67, 75]]"
11413,F:\Temp\2016\Daniel Ochoa de Olza\7.jpg,"[[42, 33, 25], [183, 144, 34], [207, 200, 185], [99, 75, 49], [141, 121, 120]]"
11414,F:\Temp\2016\Magnus Wennman\7.jpg,"[[29, 32, 27], [116, 122, 119], [74, 80, 80], [9, 8, 12], [49, 54, 47]]"
11415,F:\Temp\2016\Matic Zorman\1.jpg,"[[192, 189, 186], [48, 51, 56], [92, 92, 93], [136, 138, 138], [11, 13, 17]]"
11416,F:\Temp\2016\Magnus Wennman\4.jpg,"[[103, 105, 110], [128, 132, 141], [48, 46, 48], [77, 77, 81], [153, 156, 166]]"
11417,F:\Temp\2016\Christian Ziegler\7.jpg,"[[43, 34, 25], [79, 67, 53], [130, 108, 74], [48, 91, 131], [187, 175, 117]]"
11418,F:\Temp\2016\Magnus Wennman\1.jpg,"[[22, 26, 33], [65, 71, 80], [43, 45, 51], [102, 111, 122], [11, 13, 19]]"
11419,F:\Temp\2016\Magnus Wennman\3.jpg,"[[132, 141, 152], [49, 57, 63], [69, 78, 83], [98, 105, 113], [32, 38, 44]]"
11420,F:\Temp\2016\Vladimir Pesnya\6.jpg,"[[41, 41, 41], [184, 184, 184], [9, 9, 9], [126, 126, 126], [81, 81, 81]]"
11421,F:\Temp\2016\Daniel Ochoa de Olza\8.jpg,"[[94, 71, 37], [190, 168, 97], [45, 34, 20], [219, 217, 207], [148, 119, 55]]"
11422,F:\Temp\2016\Magnus Wennman\5.jpg,"[[35, 37, 44], [91, 96, 108], [17, 17, 25], [57, 62, 71], [209, 204, 214]]"
11423,F:\Temp\2016\Magnus Wennman\6.jpg,"[[22, 15, 18], [93, 84, 85], [51, 39, 41], [65, 59, 61], [33, 30, 33]]"
11424,F:\Temp\2016\Kazuma Obara\1.jpg,"[[150, 150, 150], [199, 199, 199], [124, 124, 124], [177, 177, 177], [90, 90, 90]]"
11425,F:\Temp\2017\Darren Calabrese\3.jpg,"[[243, 243, 243], [75, 75, 75], [27, 27, 27], [131, 131, 131], [187, 187, 187]]"
11426,F:\Temp\2017\Darren Calabrese\5.jpg,"[[86, 86, 86], [12, 12, 12], [35, 35, 35], [137, 137, 137], [62, 62, 62]]"
11427,F:\Temp\2017\Darren Calabrese\6.jpg,"[[24, 24, 24], [139, 139, 139], [82, 82, 82], [10, 10, 10], [41, 41, 41]]"
11428,F:\Temp\2017\Darren Calabrese\7.jpg,"[[68, 68, 68], [242, 242, 242], [111, 112, 113], [28, 28, 28], [169, 169, 169]]"
11429,F:\Temp\2017\Darren Calabrese\2.jpg,"[[34, 34, 34], [4, 4, 4], [49, 49, 49], [78, 78, 78], [20, 20, 20]]"
11430,F:\Temp\2017\Michael Hanke\1.jpg,"[[22, 22, 22], [108, 108, 108], [159, 159, 159], [64, 64, 64], [220, 220, 220]]"
11431,F:\Temp\2017\Darren Calabrese\9.jpg,"[[149, 149, 149], [32, 32, 32], [105, 105, 105], [198, 198, 198], [72, 72, 72]]"
11432,F:\Temp\2017\Giovanni Capriotti\5.jpg,"[[140, 140, 140], [8, 8, 8], [38, 38, 38], [83, 83, 83], [205, 205, 205]]"
11433,F:\Temp\2017\Darren Calabrese\1.jpg,"[[242, 242, 242], [16, 16, 16], [160, 160, 160], [46, 46, 46], [87, 87, 87]]"
11434,F:\Temp\2017\Giovanni Capriotti\8.jpg,"[[243, 243, 243], [73, 73, 73], [121, 121, 121], [211, 211, 211], [32, 32, 32]]"
11435,F:\Temp\2017\Michael Hanke\2.jpg,"[[110, 110, 110], [16, 16, 16], [230, 230, 230], [165, 165, 165], [65, 65, 65]]"
11436,F:\Temp\2017\Darren Calabrese\10.jpg,"[[23, 23, 23], [123, 123, 123], [198, 198, 198], [41, 41, 41], [57, 57, 57]]"
11437,F:\Temp\2017\Bence Máté\5.jpg,"[[10, 10, 10], [60, 67, 72], [47, 46, 41], [124, 131, 139], [22, 29, 33]]"
11438,F:\Temp\2017\Michael Hanke\3.jpg,"[[51, 51, 51], [117, 117, 117], [23, 23, 23], [195, 195, 195], [80, 80, 80]]"
11439,F:\Temp\2017\Giovanni Capriotti\3.jpg,"[[122, 122, 122], [185, 185, 185], [63, 63, 63], [246, 246, 246], [10, 10, 10]]"
11440,F:\Temp\2017\Darren Calabrese\8.jpg,"[[101, 101, 101], [11, 11, 11], [38, 38, 38], [138, 138, 138], [68, 68, 68]]"
11441,F:\Temp\2017\Michael Hanke\5.jpg,"[[163, 163, 163], [70, 70, 70], [27, 27, 27], [224, 224, 224], [118, 118, 118]]"
11442,F:\Temp\2017\Michael Hanke\6.jpg,"[[217, 217, 217], [66, 66, 66], [163, 163, 163], [25, 25, 25], [113, 113, 113]]"
11443,F:\Temp\2017\Michael Hanke\7.jpg,"[[134, 134, 134], [22, 22, 22], [57, 57, 57], [190, 190, 190], [94, 94, 94]]"
11444,F:\Temp\2017\Michael Hanke\8.jpg,"[[103, 103, 103], [25, 25, 25], [214, 214, 214], [156, 156, 156], [59, 59, 59]]"
11445,F:\Temp\2017\Michael Hanke\9.jpg,"[[167, 167, 167], [58, 58, 58], [100, 100, 100], [26, 26, 26], [224, 224, 224]]"
11446,F:\Temp\2017\Michael Hanke\10.jpg,"[[139, 139, 139], [21, 21, 21], [62, 62, 62], [205, 205, 205], [97, 97, 97]]"
11447,F:\Temp\2017\Giovanni Capriotti\1.jpg,"[[115, 115, 115], [19, 19, 19], [221, 221, 221], [166, 166, 166], [63, 63, 63]]"
11448,F:\Temp\2017\Giovanni Capriotti\2.jpg,"[[190, 190, 190], [14, 14, 14], [69, 69, 69], [232, 232, 232], [137, 137, 137]]"
11449,F:\Temp\2017\Jamal Taraqai\1.jpg,"[[164, 150, 134], [27, 25, 24], [219, 212, 203], [72, 61, 57], [121, 106, 95]]"
11450,F:\Temp\2017\Tomás Munita\10.jpg,"[[19, 8, 6], [127, 112, 90], [84, 69, 52], [58, 35, 20], [190, 174, 131]]"
11451,F:\Temp\2017\Mathieu Willcocks\6.jpg,"[[23, 23, 27], [62, 107, 152], [101, 100, 102], [47, 56, 68], [152, 173, 192]]"
11452,F:\Temp\2017\Brent Stirton\7.jpg,"[[49, 43, 34], [145, 137, 129], [216, 178, 128], [89, 95, 108], [26, 22, 16]]"
11453,F:\Temp\2017\Giovanni Capriotti\7.jpg,"[[14, 14, 14], [165, 165, 165], [117, 117, 117], [224, 224, 224], [63, 63, 63]]"
11454,F:\Temp\2017\Giovanni Capriotti\9.jpg,"[[85, 85, 85], [43, 43, 43], [224, 224, 224], [143, 143, 143], [9, 9, 9]]"
11455,F:\Temp\2017\Mathieu Willcocks\5.jpg,"[[156, 153, 147], [56, 56, 64], [22, 22, 27], [101, 98, 100], [217, 217, 212]]"
11456,F:\Temp\2017\Ameer Alhabi\5.jpg,"[[28, 28, 29], [189, 179, 175], [135, 117, 109], [80, 69, 69], [234, 232, 229]]"
11457,F:\Temp\2017\Abd Doumany\1.jpg,"[[101, 98, 97], [19, 17, 17], [149, 148, 152], [62, 52, 50], [197, 101, 69]]"
11458,F:\Temp\2017\Brent Stirton\10.jpg,"[[71, 57, 32], [84, 109, 158], [182, 188, 200], [133, 105, 68], [130, 151, 186]]"
11459,F:\Temp\2017\Jaime Rojo\1.jpg,"[[159, 166, 158], [164, 117, 28], [112, 116, 108], [64, 64, 53], [195, 209, 213]]"
11460,F:\Temp\2017\Mathieu Willcocks\1.jpg,"[[112, 90, 85], [27, 26, 36], [89, 141, 179], [49, 59, 79], [43, 100, 146]]"
11461,F:\Temp\2017\Mathieu Willcocks\3.jpg,"[[167, 169, 172], [18, 21, 27], [123, 125, 131], [71, 71, 75], [223, 222, 219]]"
11462,F:\Temp\2017\Mathieu Willcocks\7.jpg,"[[8, 6, 11], [214, 207, 201], [128, 77, 62], [30, 42, 42], [9, 167, 167]]"
11463,F:\Temp\2017\Mathieu Willcocks\8.jpg,"[[76, 89, 121], [155, 169, 196], [22, 30, 49], [50, 60, 87], [107, 121, 155]]"
11464,F:\Temp\2017\Mathieu Willcocks\9.jpg,"[[46, 47, 53], [160, 174, 187], [13, 12, 13], [104, 72, 54], [100, 114, 131]]"
11465,F:\Temp\2017\Mathieu Willcocks\10.jpg,"[[25, 24, 29], [156, 156, 154], [69, 63, 62], [6, 44, 80], [118, 114, 109]]"
11466,F:\Temp\2017\Felipe Dana\1.jpg,"[[54, 49, 45], [154, 150, 151], [27, 25, 23], [123, 117, 115], [83, 77, 71]]"
11467,F:\Temp\2017\Burhan Ozbilici\6.jpg,"[[241, 220, 208], [27, 22, 18], [139, 120, 107], [253, 248, 247], [204, 178, 168]]"
11468,F:\Temp\2017\Mathieu Willcocks\4.jpg,"[[76, 47, 40], [160, 158, 157], [22, 14, 12], [206, 86, 55], [109, 101, 99]]"
11469,F:\Temp\2017\Michael Hanke\4.jpg,"[[16, 16, 16], [162, 162, 162], [100, 100, 100], [216, 216, 216], [52, 52, 52]]"
11470,F:\Temp\2017\Ameer Alhabi\6.jpg,"[[159, 141, 117], [224, 213, 197], [68, 53, 38], [192, 175, 154], [116, 99, 80]]"
11471,F:\Temp\2017\Magnus Wennman\1.jpg,"[[75, 72, 67], [57, 47, 43], [113, 109, 105], [33, 27, 24], [92, 90, 86]]"
11472,F:\Temp\2017\Ameer Alhabi\7.jpg,"[[180, 175, 167], [69, 62, 53], [16, 16, 12], [109, 103, 91], [220, 213, 204]]"
11473,F:\Temp\2017\Ameer Alhabi\8.jpg,"[[208, 202, 197], [37, 31, 26], [121, 108, 98], [79, 66, 56], [162, 153, 150]]"
11474,F:\Temp\2017\Ameer Alhabi\9.jpg,"[[49, 46, 41], [123, 115, 107], [174, 167, 157], [85, 78, 70], [238, 239, 233]]"
11475,F:\Temp\2017\Ameer Alhabi\10.jpg,"[[114, 106, 94], [26, 22, 22], [212, 205, 191], [71, 63, 58], [154, 143, 126]]"
11476,F:\Temp\2017\Burhan Ozbilici\1.jpg,"[[181, 138, 121], [28, 19, 19], [117, 76, 62], [252, 253, 253], [212, 203, 195]]"
11477,F:\Temp\2017\Burhan Ozbilici\2.jpg,"[[219, 210, 206], [28, 21, 19], [118, 93, 82], [179, 168, 163], [243, 239, 237]]"
11478,F:\Temp\2017\Burhan Ozbilici\3.jpg,"[[28, 21, 22], [211, 202, 199], [184, 172, 170], [248, 243, 236], [141, 122, 121]]"
11479,F:\Temp\2017\Burhan Ozbilici\4.jpg,"[[84, 70, 65], [240, 235, 228], [148, 136, 129], [195, 189, 183], [11, 9, 9]]"
11480,F:\Temp\2017\Burhan Ozbilici\5.jpg,"[[114, 76, 68], [227, 229, 223], [168, 135, 125], [13, 12, 13], [52, 28, 30]]"
11481,F:\Temp\2017\Ameer Alhabi\2.jpg,"[[116, 108, 100], [211, 211, 210], [78, 60, 53], [165, 162, 157], [20, 22, 24]]"
11482,F:\Temp\2017\Bence Máté\6.jpg,"[[24, 19, 18], [3, 40, 97], [31, 58, 103], [38, 43, 61], [96, 85, 81]]"
11483,F:\Temp\2017\Ameer Alhabi\3.jpg,"[[183, 174, 162], [95, 84, 75], [226, 224, 222], [43, 38, 33], [138, 130, 119]]"
11484,F:\Temp\2017\Ameer Alhabi\1.jpg,"[[86, 74, 62], [240, 242, 242], [136, 125, 114], [33, 29, 24], [179, 174, 167]]"
11485,F:\Temp\2017\Mathieu Willcocks\2.jpg,"[[109, 104, 110], [33, 33, 39], [212, 55, 6], [70, 71, 78], [119, 12, 7]]"
11486,F:\Temp\2017\Darren Calabrese\4.jpg,"[[43, 43, 43], [185, 185, 185], [81, 81, 81], [14, 14, 14], [127, 127, 126]]"
11487,F:\Temp\2017\Bence Máté\4.jpg,"[[49, 74, 114], [16, 17, 20], [137, 147, 165], [81, 101, 136], [43, 48, 56]]"
11488,F:\Temp\2017\Ameer Alhabi\4.jpg,"[[61, 62, 66], [186, 183, 183], [101, 95, 98], [23, 25, 26], [148, 133, 132]]"
11489,F:\Temp\2017\Michael Vince Kim\9.jpg,"[[144, 136, 133], [79, 67, 56], [224, 220, 223], [36, 30, 24], [110, 99, 92]]"
11490,F:\Temp\2017\Jay Clendenin\6.jpg,"[[127, 127, 127], [69, 69, 69], [201, 201, 201], [17, 17, 17], [164, 164, 164]]"
11491,F:\Temp\2017\Kristina Kormilitsyna\1.jpg,"[[147, 183, 182], [126, 82, 67], [48, 41, 45], [129, 149, 146], [93, 115, 117]]"
11492,F:\Temp\2017\Robin Hammond\1.jpg,"[[57, 57, 57], [161, 161, 161], [26, 26, 26], [124, 124, 124], [88, 88, 88]]"
11493,F:\Temp\2017\Ami Vitale\1.jpg,"[[37, 35, 29], [177, 182, 189], [142, 140, 138], [71, 67, 58], [106, 102, 95]]"
11494,F:\Temp\2017\Ami Vitale\2.jpg,"[[59, 66, 34], [152, 163, 126], [26, 30, 15], [88, 99, 55], [118, 131, 83]]"
11495,F:\Temp\2017\Giovanni Capriotti\10.jpg,"[[11, 11, 11], [229, 229, 229], [113, 113, 113], [175, 175, 175], [58, 58, 58]]"
11496,F:\Temp\2017\Ami Vitale\4.jpg,"[[142, 137, 128], [30, 31, 34], [68, 70, 73], [161, 162, 161], [114, 109, 102]]"
11497,F:\Temp\2017\Ami Vitale\5.jpg,"[[28, 28, 34], [184, 182, 177], [107, 104, 104], [57, 57, 61], [146, 144, 142]]"
11498,F:\Temp\2017\Michael Vince Kim\6.jpg,"[[100, 103, 69], [202, 193, 171], [55, 59, 39], [140, 141, 107], [191, 210, 232]]"
11499,F:\Temp\2017\Ami Vitale\8.jpg,"[[155, 158, 154], [78, 78, 76], [187, 191, 188], [124, 125, 120], [36, 36, 38]]"
11500,F:\Temp\2017\Michael Vince Kim\2.jpg,"[[104, 103, 90], [157, 170, 202], [51, 51, 42], [201, 203, 214], [143, 144, 140]]"
11501,F:\Temp\2017\Ami Vitale\6.jpg,"[[107, 89, 70], [44, 30, 18], [135, 129, 122], [73, 56, 38], [170, 170, 170]]"
11502,F:\Temp\2017\Michael Vince Kim\10.jpg,"[[144, 170, 58], [138, 136, 100], [69, 49, 5], [181, 177, 149], [106, 87, 27]]"
11503,F:\Temp\2017\Michael Vince Kim\7.jpg,"[[39, 40, 27], [149, 155, 163], [193, 194, 198], [83, 86, 76], [117, 121, 119]]"
11504,F:\Temp\2017\Brent Stirton\8.jpg,"[[39, 38, 40], [147, 151, 163], [17, 14, 14], [69, 67, 64], [113, 111, 107]]"
11505,F:\Temp\2017\Ami Vitale\3.jpg,"[[32, 32, 26], [139, 130, 127], [97, 90, 84], [63, 62, 46], [180, 173, 168]]"
11506,F:\Temp\2017\Brent Stirton\9.jpg,"[[33, 33, 35], [25, 64, 85], [9, 8, 10], [137, 137, 144], [102, 66, 53]]"
11507,F:\Temp\2017\Giovanni Capriotti\4.jpg,"[[201, 201, 201], [60, 60, 60], [152, 152, 152], [104, 104, 104], [15, 15, 15]]"
11508,F:\Temp\2017\Ami Vitale\7.jpg,"[[167, 176, 175], [87, 84, 77], [42, 68, 109], [119, 125, 124], [52, 44, 38]]"
11509,F:\Temp\2017\Bence Máté\9.jpg,"[[6, 24, 52], [19, 76, 133], [94, 82, 56], [9, 45, 90], [4, 7, 20]]"
11510,F:\Temp\2017\Bence Máté\7.jpg,"[[42, 61, 106], [26, 23, 20], [70, 94, 143], [31, 44, 77], [69, 60, 42]]"
11511,F:\Temp\2017\Ami Vitale\9.jpg,"[[85, 87, 77], [36, 37, 29], [144, 144, 144], [112, 112, 108], [60, 62, 49]]"
11512,F:\Temp\2017\Michael Vince Kim\3.jpg,"[[47, 47, 39], [178, 192, 223], [140, 147, 142], [230, 234, 243], [100, 103, 91]]"
11513,F:\Temp\2017\Bence Máté\2.jpg,"[[43, 59, 80], [9, 8, 13], [32, 35, 44], [15, 46, 79], [105, 98, 92]]"
11514,F:\Temp\2017\Bence Máté\3.jpg,"[[12, 10, 16], [41, 53, 81], [139, 138, 137], [27, 34, 52], [81, 85, 95]]"
11515,F:\Temp\2017\Bence Máté\1.jpg,"[[0, 0, 2], [40, 66, 123], [20, 35, 67], [34, 51, 95], [8, 20, 41]]"
11516,F:\Temp\2017\Michael Vince Kim\5.jpg,"[[81, 63, 46], [152, 151, 134], [117, 114, 94], [213, 205, 203], [34, 26, 18]]"
11517,F:\Temp\2017\Michael Vince Kim\4.jpg,"[[60, 63, 65], [157, 168, 164], [193, 178, 146], [173, 186, 199], [125, 120, 121]]"
11518,F:\Temp\2017\Valery Melnikov\1.jpg,"[[19, 20, 24], [90, 94, 102], [57, 52, 54], [150, 153, 155], [157, 76, 14]]"
11519,F:\Temp\2017\Jay Clendenin\2.jpg,"[[208, 208, 208], [83, 83, 83], [139, 139, 139], [19, 19, 19], [181, 181, 181]]"
11520,F:\Temp\2017\Antonio Gibotta\1.jpg,"[[166, 166, 161], [85, 80, 73], [116, 111, 105], [40, 39, 34], [144, 142, 137]]"
11521,F:\Temp\2017\Michael Vince Kim\8.jpg,"[[202, 209, 224], [84, 87, 62], [168, 166, 165], [126, 122, 100], [45, 44, 27]]"
11522,F:\Temp\2017\Valery Melnikov\4.jpg,"[[82, 86, 89], [23, 25, 23], [147, 162, 181], [56, 58, 56], [114, 123, 136]]"
11523,F:\Temp\2017\Valery Melnikov\5.jpg,"[[19, 20, 24], [141, 136, 127], [57, 58, 58], [99, 96, 90], [179, 183, 184]]"
11524,F:\Temp\2017\Valery Melnikov\6.jpg,"[[67, 62, 56], [36, 36, 30], [113, 101, 92], [14, 15, 12], [168, 166, 165]]"
11525,F:\Temp\2017\Valery Melnikov\7.jpg,"[[26, 29, 31], [88, 92, 98], [5, 6, 5], [144, 146, 151], [51, 55, 58]]"
11526,F:\Temp\2017\Valery Melnikov\8.jpg,"[[53, 59, 58], [16, 20, 19], [84, 83, 86], [28, 37, 35], [126, 129, 129]]"
11527,F:\Temp\2017\Valery Melnikov\9.jpg,"[[104, 102, 101], [54, 49, 45], [155, 154, 147], [26, 17, 15], [81, 78, 74]]"
11528,F:\Temp\2017\Valery Melnikov\10.jpg,"[[23, 24, 23], [222, 220, 216], [125, 120, 119], [49, 47, 47], [178, 176, 176]]"
11529,F:\Temp\2017\Tom Jenkins\1.jpg,"[[220, 221, 226], [83, 79, 55], [115, 111, 89], [169, 166, 165], [50, 46, 29]]"
11530,F:\Temp\2017\Jay Clendenin\1.jpg,"[[203, 203, 203], [9, 9, 9], [169, 169, 169], [225, 225, 225], [108, 108, 108]]"
11531,F:\Temp\2017\Jay Clendenin\3.jpg,"[[65, 65, 65], [172, 172, 172], [117, 117, 117], [28, 28, 28], [196, 196, 196]]"
11532,F:\Temp\2017\Jay Clendenin\4.jpg,"[[224, 224, 224], [117, 117, 117], [15, 15, 15], [177, 177, 177], [71, 71, 71]]"
11533,F:\Temp\2017\Jay Clendenin\5.jpg,"[[190, 190, 190], [8, 8, 8], [118, 118, 118], [69, 69, 69], [160, 160, 160]]"
11534,F:\Temp\2017\Jay Clendenin\7.jpg,"[[165, 165, 165], [9, 9, 9], [95, 95, 95], [138, 138, 138], [50, 50, 50]]"
11535,F:\Temp\2017\Valery Melnikov\3.jpg,"[[159, 162, 162], [58, 60, 64], [119, 123, 128], [32, 33, 35], [88, 91, 95]]"
11536,F:\Temp\2017\Jay Clendenin\8.jpg,"[[2, 2, 2], [132, 132, 132], [73, 73, 73], [225, 225, 225], [32, 32, 32]]"
11537,F:\Temp\2017\Antonio Gibotta\2.jpg,"[[102, 90, 82], [162, 154, 149], [35, 28, 23], [131, 118, 110], [73, 62, 54]]"
11538,F:\Temp\2017\Antonio Gibotta\3.jpg,"[[196, 136, 105], [62, 56, 51], [117, 98, 86], [235, 165, 123], [145, 133, 127]]"
11539,F:\Temp\2017\Antonio Gibotta\4.jpg,"[[43, 41, 35], [145, 141, 136], [118, 111, 104], [176, 175, 171], [86, 81, 72]]"
11540,F:\Temp\2017\Antonio Gibotta\5.jpg,"[[119, 106, 93], [79, 72, 65], [181, 172, 159], [152, 138, 123], [37, 36, 32]]"
11541,F:\Temp\2017\Antonio Gibotta\6.jpg,"[[153, 123, 102], [73, 74, 69], [40, 42, 39], [198, 155, 124], [106, 96, 85]]"
11542,F:\Temp\2017\Antonio Gibotta\7.jpg,"[[144, 140, 133], [74, 69, 60], [114, 107, 96], [175, 176, 173], [31, 31, 26]]"
11543,F:\Temp\2017\Antonio Gibotta\8.jpg,"[[47, 43, 35], [137, 128, 117], [80, 73, 63], [170, 163, 152], [109, 100, 90]]"
11544,F:\Temp\2017\Antonio Gibotta\9.jpg,"[[106, 94, 83], [29, 24, 19], [162, 158, 152], [69, 61, 52], [136, 127, 118]]"
11545,F:\Temp\2017\Antonio Gibotta\10.jpg,"[[97, 89, 81], [186, 183, 176], [69, 63, 56], [132, 120, 110], [35, 33, 28]]"
11546,F:\Temp\2017\Kai Oliver Pfaffenbach\1.jpg,"[[83, 68, 45], [147, 187, 209], [127, 144, 44], [108, 117, 122], [32, 28, 22]]"
11547,F:\Temp\2017\Bence Máté\8.jpg,"[[0, 0, 0], [66, 80, 114], [128, 113, 126], [57, 73, 107], [30, 37, 55]]"
11548,F:\Temp\2017\Michael Vince Kim\1.jpg,"[[99, 136, 125], [244, 242, 232], [176, 199, 206], [156, 179, 179], [126, 162, 155]]"
11549,F:\Temp\2017\Valery Melnikov\2.jpg,"[[48, 52, 59], [118, 118, 121], [78, 81, 88], [164, 169, 173], [23, 27, 34]]"
11550,F:\Temp\2017\Ami Vitale\10.jpg,"[[40, 38, 32], [199, 205, 214], [104, 105, 95], [139, 142, 150], [75, 73, 60]]"
11551,F:\Temp\2017\Giovanni Capriotti\6.jpg,"[[8, 8, 8], [175, 175, 175], [114, 114, 114], [58, 58, 58], [230, 230, 230]]"
11552,F:\Temp\2017\Amber Bracken\8.jpg,"[[54, 38, 33], [203, 172, 151], [236, 226, 218], [121, 86, 68], [168, 127, 100]]"
11553,F:\Temp\2017\Daniel Berehulak\8.jpg,"[[18, 16, 18], [220, 215, 204], [128, 115, 99], [70, 61, 55], [180, 171, 156]]"
11554,F:\Temp\2017\Bence Máté\10.jpg,"[[32, 37, 48], [0, 0, 0], [20, 26, 37], [80, 86, 103], [48, 53, 67]]"
11555,F:\Temp\2017\Sergey Ponomarev\2.jpg,"[[25, 22, 24], [156, 124, 106], [58, 52, 52], [166, 171, 187], [98, 91, 89]]"
11556,F:\Temp\2017\Sergey Ponomarev\3.jpg,"[[130, 101, 87], [41, 27, 23], [163, 149, 149], [100, 72, 58], [151, 127, 119]]"
11557,F:\Temp\2017\Sergey Ponomarev\4.jpg,"[[30, 21, 20], [166, 150, 154], [127, 95, 90], [221, 220, 224], [78, 55, 50]]"
11558,F:\Temp\2017\Sergey Ponomarev\5.jpg,"[[28, 20, 16], [125, 98, 80], [224, 221, 224], [77, 58, 47], [164, 137, 118]]"
11559,F:\Temp\2017\Sergey Ponomarev\9.jpg,"[[179, 130, 98], [80, 56, 43], [31, 21, 18], [115, 83, 64], [146, 106, 81]]"
11560,F:\Temp\2017\Daniel Berehulak\1.jpg,"[[29, 10, 14], [151, 93, 105], [99, 15, 25], [229, 6, 35], [81, 57, 70]]"
11561,F:\Temp\2017\Daniel Berehulak\2.jpg,"[[46, 54, 55], [172, 186, 193], [16, 19, 23], [72, 89, 100], [106, 132, 151]]"
11562,F:\Temp\2017\Daniel Berehulak\3.jpg,"[[95, 79, 76], [55, 42, 44], [201, 190, 179], [27, 15, 17], [134, 125, 118]]"
11563,F:\Temp\2017\Daniel Berehulak\4.jpg,"[[17, 13, 18], [110, 95, 88], [167, 166, 176], [61, 51, 53], [13, 65, 135]]"
11564,F:\Temp\2017\Alessio Romenzi\10.jpg,"[[17, 17, 16], [230, 231, 231], [82, 80, 82], [44, 42, 43], [132, 131, 134]]"
11565,F:\Temp\2017\Daniel Berehulak\5.jpg,"[[11, 11, 10], [42, 85, 107], [168, 153, 128], [36, 45, 47], [110, 88, 59]]"
